Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 00:00:00-05:00,483.19000244140625,484.6499938964844,461.8599853515625,468.5,5049400,0.0,0.0
2024-01-03 00:00:00-05:00,467.32000732421875,475.04998779296875,465.7699890136719,470.260009765625,3443700,0.0,0.0
2024-01-04 00:00:00-05:00,472.9800109863281,480.739990234375,466.5299987792969,474.6700134277344,3636500,0.0,0.0
2024-01-05 00:00:00-05:00,476.5,479.54998779296875,471.79998779296875,474.05999755859375,2612500,0.0,0.0
2024-01-08 00:00:00-05:00,473.8900146484375,485.239990234375,473.6499938964844,485.0299987792969,3675800,0.0,0.0
2024-01-09 00:00:00-05:00,475.5299987792969,485.0899963378906,473.79998779296875,482.0899963378906,3526800,0.0,0.0
2024-01-10 00:00:00-05:00,481.6000061035156,487.0,472.95001220703125,478.3299865722656,4342400,0.0,0.0
2024-01-11 00:00:00-05:00,492.5400085449219,503.4100036621094,483.82000732421875,492.2300109863281,7993300,0.0,0.0
2024-01-12 00:00:00-05:00,500.510009765625,500.7900085449219,490.6099853515625,492.1600036621094,4996600,0.0,0.0
2024-01-16 00:00:00-05:00,490.0,494.1499938964844,478.0199890136719,481.239990234375,4679000,0.0,0.0
2024-01-17 00:00:00-05:00,484.5,486.2099914550781,475.260009765625,480.3299865722656,4894600,0.0,0.0
2024-01-18 00:00:00-05:00,480.0299987792969,485.7699890136719,478.0199890136719,485.30999755859375,4054400,0.0,0.0
2024-01-19 00:00:00-05:00,484.9800109863281,485.6700134277344,476.05999755859375,482.95001220703125,5665600,0.0,0.0
2024-01-22 00:00:00-05:00,487.54998779296875,489.79998779296875,479.8999938964844,485.7099914550781,5212300,0.0,0.0
2024-01-23 00:00:00-05:00,492.0,498.9599914550781,481.3999938964844,492.19000244140625,15506000,0.0,0.0
2024-01-24 00:00:00-05:00,537.75,562.5,537.0700073242188,544.8699951171875,26432800,0.0,0.0
2024-01-25 00:00:00-05:00,551.9500122070312,563.4600219726562,548.4600219726562,562.0,9451900,0.0,0.0
2024-01-26 00:00:00-05:00,561.8099975585938,579.6400146484375,558.4299926757812,570.4199829101562,12770600,0.0,0.0
2024-01-29 00:00:00-05:00,571.3499755859375,578.5499877929688,562.6799926757812,575.7899780273438,6905400,0.0,0.0
2024-01-30 00:00:00-05:00,567.3200073242188,570.8800048828125,560.8200073242188,562.8499755859375,6181800,0.0,0.0
2024-01-31 00:00:00-05:00,562.8499755859375,572.1500244140625,562.0399780273438,564.1099853515625,4857600,0.0,0.0
2024-02-01 00:00:00-05:00,567.02001953125,572.6599731445312,563.8300170898438,567.510009765625,3174000,0.0,0.0
2024-02-02 00:00:00-05:00,564.52001953125,567.7999877929688,562.3699951171875,564.6400146484375,4030800,0.0,0.0
2024-02-05 00:00:00-05:00,562.469970703125,575.75,557.2000122070312,562.0599975585938,4143100,0.0,0.0
2024-02-06 00:00:00-05:00,564.1199951171875,566.3400268554688,554.3699951171875,555.8800048828125,2840300,0.0,0.0
2024-02-07 00:00:00-05:00,558.1599731445312,567.7999877929688,554.97998046875,559.2999877929688,4373600,0.0,0.0
2024-02-08 00:00:00-05:00,560.5499877929688,563.7000122070312,555.739990234375,558.530029296875,3175500,0.0,0.0
2024-02-09 00:00:00-05:00,565.0,566.0,558.0999755859375,561.3200073242188,3055700,0.0,0.0
